5 月 的 五 险 现 在 可 以 缴 纳 吗,check_can_pay_current_month
5 月 底 拍 是 不 是 也 来 得 及,check_can_pay_current_month
5 月 份 的,no_intent
5 月 份 的 不 能 交 吗,check_can_pay_current_month
5 月 份 的 还 能 交 吗,check_can_pay_current_month
5 月 份 的 没 法 交 了 吗,check_can_pay_current_month
5 月 份 的 你 们 这 边 还 是 会 交 吧,complicated
5 月 份 的 现 在 下 单 吗,complicated
5 月 份 的 最 晚 什 么 时 候 可 以 办 理,query_pay_deadline
5 月 份 公 司 会 交 但 是 我 马 上 辞 职 了 6 月 份 开 始 社 保 就 要 断 了,complicated
5 月 份 杭 州 社 保 今 天 能 交 么,purchase
5 月 份 社 保,no_intent
5 月 份 社 保 公 积 金,no_intent
5 月 几 号 可 以 查 询,ask_shebao_status
5 月 开 始 社 保 费 用 下 调 了,complicated
5 月 没 有,unknown
5 月 确 定 可 以 交 上 是 吧,check_can_pay_current_month
5 月 社 保 和 公 积 金,no_intent
54 岁,no_intent
58 那 个 进 不 去,report_issue
6 月 份 可 以 补 交 到 2018 年 11 月 份 的 社 保 吗,complicated
6 月 份 最 晚 几 号 交,query_pay_deadline
6 月 什 么 时 候 能 查 到 成 功 缴 费 信 息 呢,query_when_check_shebao_status
7 号 之 后,complicated
7 月 底 刚 办 完 深 户 ， 准 备 申 请 入 户 补 贴 ， 应 该 缴 哪 一 档 的 社 保 ,no_intent
7 月 份 社 保 公 积 金 已 拍,purchase_wxyj
7 月 以 后 退 吗,complicated
70 每 月 乘 12 个 月,complicated
80 是 代 缴 费,doublecheck
840 呀 怎 么 是 130601 了,complicated
9 月 26 日 入 职,complicated
9 月 份 参 保 的 话 参 保 信 息 提 交 的 截 止 时 间 是,complicated
9 月 截 止 了,complicated
hello,greet
hi,greet
nono 最 晚 26,complicated
OK,affirm
ok 不 影 响 就 好,affirm
ok 好 了 我 联 系 你,get_back_later
OK 了 都,affirm
tks,thankyou
yourenma,unknown
zai ma,greet
啊,affirm
按 最 低 的,purchase
按 最 低 的 交,purchase
按 最 低 交,purchase
嗷 嗷,affirm
嗷 嗷 懂 了,affirm
办 日 本 签 证,complicated
帮 忙 看 下 哈,ask_verify
帮 我 查 一 下,req_check
帮 我 交 了 吗,ask_shebao_status
帮 我 看 一 下,ask_verify
帮 我 退 款 吧,ask_for_refund
包 括 生 育 险 没 有,complicated
报 税,unknown
北 京,no_intent
北 京 社 保 可 以 交 吗,purchase
本 科,no_intent
本 人,unknown
比 例 怎 么 缴 费 的,query_pay_process
比 如 购 房,complicated
必 须 工 行 卡 吗,query_req_resources
必 须 是 现 金 对 吧,complicated
哔 哔 哔 受 不 了,unknown
别 这 样,deny
补 个 税 怎 么 收 费,no_intent
补 交 和 正 常 交 有 什 么 区 别 ,no_intent
补 缴 费 用 一 样,ask_can_topup
补 缴 跟 按 时 缴 有 啥 区 别 吗,no_intent
补 三 月,ask_can_topup
不 出 具 资 料,query_req_resources
不 懂,confused
不 对 啊,deny
不 对 了,deny
不 好 意 思,apology
不 会,deny
不 会 忘 记 的,chitchat
不 加 服 务 费 的 吧,query_have_service_fee
不 交 公 积 金,purchase
不 交 公 积 金 呢,purchase
不 交 社 保,gongjijin_only
不 缴 社 保,gongjijin_only
不 客 气,no_intent
不 买,deny
不 买 公 积 金,purchase
不 能 弄 一 下 吗,check_is_possible
不 能 中 断,complicated
不 是 首 次,no_intent
不 是 首 次 参 保,no_intent
不 是 太 了 解,confused
不 说 是 查 询 晚 啊,complicated
不 太 懂,confused
不 需 要 重 新 开 户,no_intent
不 要 出 纰 漏,unknown
不 要 工 资 个 税,complicated
不 影 响 吧,complicated
不 影 响 贷 款 吧,complicated
不 影 响 买 房 吧,complicated
不 用 啊,deny
才 找 淘 宝,unknown
参 保 流 程,query_pay_process
差 价 那 个 链 接,complicated
成 都,no_intent
成 都 社 保 可 以 交 吗,purchase
承 诺 人 王 贞,complicated
初 中,no_intent
大 概 多 少 钱,ask_amt_month_fee_total
代 缴,purchase
代 缴 包 括 公 司 部 分 和 个 人 部 分 吗,purchase
代 缴 社 保,purchase
代 缴 社 保 费 用,purchase
代 缴 社 保 费 用   是 怎 么 收 费 的 呀,purchase
代 理 费 多 少,ask_amt_service_fee
贷 款,no_intent
贷 款,unknown
贷 款 方 便,complicated
贷 款 是 连 续 6 个 月 就 好 对 吧,affirm
单 独 交 生 育 险,complicated
但 是 不 能 断,complicated
但 是 还 没 更 新,complicated
都 可 以,affirm
都 没 收 到,report_issue
都 是 杭 州 的 吧,doublecheck
都 需 要 什 么 资 料 ,query_pay_process
都 需 要 我 准 备 什 么,query_pay_process
都 支 付 过 了,inform_paid
读 书 需 要,unknown
断 了,no_intent
断 了 的 可 以 补 吗,ask_can_topup
对,affirm
对 啊,affirm
对 吧,doublecheck
对 吧,no_intent
对 的,affirm
对 的 呢,affirm
对 的 上 海 的,affirm
对 了,affirm
对 吗,doublecheck
多 少 个 月,complicated
多 少 钱,ask_amt_month_fee_total
多 少 钱,no_intent
多 少 钱 ,purchase_wxyj
多 少 钱 了,ask_amt_month_fee_total
多 问 一 下,no_intent
额,affirm
额 好,affirm
恩,affirm
恩 好 的,affirm
恩 呢,affirm
嗯,affirm
嗯 啊,affirm
嗯 嗯,affirm
嗯 嗯 好 的,affirm
嗯 嗯 是 的,affirm
嗯 咯,affirm
嗯 好,affirm
嗯 好 稍 等,affirm
嗯 肯 定 的,affirm
嗯 蛮 贵,complain
嗯 呢,affirm
发 送 缴 纳 通 知,complicated
方 便 电 话 吗,ask_for_phone
房,unknown
房 屋 中 介 能 缴,complicated
放 心 吧,chitchat
费 用 和 材 料,ask_amt_month_fee_total
费 用 是 多 少,purchase_wxyj
费 用 已 付 ， 注 意 查 收,no_intent
费 用 怎 么 收 取,query_pay_process
费 用 怎 么 算 的,complicated
费 用 怎 么 走,query_pay_process
封 存 了,complicated
服 务 费 多 少,ask_amt_service_fee
付 好 告 诉 你 哈,reassure
付 好 了,inform_paid
付 好 钱 了,inform_paid
付 款 怎 么 操 做 呢,query_pay_process
付 了,inform_paid
改 个 价 ， 谢 谢,thankyou
改 价 我 现 在 付 款,no_intent
尴 尬 了,chitchat
感 谢,thankyou
刚 离 职 不 想 断,complicated
高 新 南 区 没 有,no_intent
给 你 介 绍 朋 友 来,chitchat
给 你 们 不 搭 嘎 的,complicated
给 我 链 接,request_link
给 我 做 减 员 了 吗,ask_discount
工 资 呢,complicated
公 积 金,no_intent
公 积 金 贷 款,gongjijin_only
公 积 金 贷 款 额 度,complicated
公 积 金 断 缴 会 有 什 么 问 题 吗 。 断 几 个 月,no_intent
公 积 金 断 缴 有 影 响 吗,no_intent
公 积 金 断 了,complicated
公 积 金 交 了 吗,ask_shebao_status
公 积 金 交 吗,gongjijin_only
公 积 金 可 以 贷 款,no_intent
公 积 金 呢,no_intent
公 积 金 收 到 了,ask_verify
公 积 金 提 取 能 做 吗,no_intent
公 积 金 也 能 交 吗,no_intent
公 积 金 有 点 用 吗,complicated
公 积 金 最 低 队 少,ask_amt_month_fee_total
公 司,no_intent
公 司 帮 忙 交,complicated
公 司 帮 我 交 了,complicated
公 司 给 交 过 了,inform_payment_history
公 司 名 字 是 啥,no_intent
够 的,no_intent
光 缴 纳 公 积 金 可 以 吗,purchase_gjj
广 州,no_intent
广 州 社 保 可 以 交 吗,purchase
哈 哈,chitchat
哈 哈 哈 哈 好 的,affirm
还 得 重 新 交 吗,complicated
还 来 的 及 吗,check_can_pay_current_month
还 能 改 吗,complicated
还 是 必 须 裸 的,complicated
还 是 下 月,unknown
还 是 要 怎 么 交,query_pay_process
还 是 怎 么 回 事 啊,confused
还 是 只 买 一 份,complicated
还 受,no_intent
还 需 要 其 他 的 么,check_anything_else
还 有 个 问 题,no_intent
行,affirm
行 吧,check_is_possible
行 吧 尽 量 快 点 哦,affirm
杭 州,no_intent
杭 州 社 保 可 以 交 吗,purchase
好,affirm
好 吧,affirm
好 吧 谢 谢 啦,affirm#thankyou
好 哒,affirm
好 的,affirm
好 的 好 的,affirm
好 的 亲,affirm
好 的 我 去 问 问,no_intent
好 的 我 问 问,chitchat
好 的 谢 了,affirm#thankyou
好 的 谢 谢,affirm#thankyou
好 的 谢 谢,affirm#thankyou
好 的 谢 谢,thankyou
好 的 谢 谢 啦,thankyou
好 的 谢 谢 你,thankyou
好 的 谢 谢 你 哈,thankyou
好 的 谢 谢 你 啦,thankyou
好 的 直 接 拍 吗,doublecheck
好 滴,affirm
好 几 年 的 钱,complicated
好 了,affirm
好 了,inform_info_filled
好 了,unknown
好 了 你 看 看,ask_verify
好 了 哦,affirm
好 那,affirm
好 哦,affirm
好 我 先 确 认 下,get_back_later
好 谢 谢,thankyou
好 谢 谢 谢 谢,thankyou
好 需 要 提 供 啥,query_req_resources
合 作 愉 快,thankyou
和,no_intent
和 社 保 卡 吗,complicated
很 厉 害 啊,chitchat
后 来 断 了,unknown
后 来 休 息 一 年,complicated
户 籍 就 是 户 口,complicated
花 呗 算 信 用 卡 么,complicated
换 工 作 好 麻 烦,chitchat
黄 孟 琪 的 继 续 缴,complicated
会 不 会 突 然 停 交 了 呢 ,inform_paid
会 代 缴 税 吗,complicated
或 者,no_intent
积 分 之 后 再 说,complicated
基 数 的 问 题,no_intent
基 数 怎 么 填 写,complicated
几 号 发 的,unknown
几 号 汇 缴,query_pay_deadline
几 号 可 以 转 出 来,complicated
交,unknown
交 北 京 社 保,purchase
交 北 京 社 保 可 以 吗,purchase
交 成 都 社 保,purchase
交 成 都 社 保 可 以 吗,purchase
交 工 资 加 社 保,purchase
交 广 州 社 保,purchase
交 广 州 社 保 可 以 吗,purchase
交 过,no_intent
交 过 啊,no_intent
交 杭 州 社 保,purchase
交 杭 州 社 保 可 以 吗,purchase
交 好 了 吗,ask_shebao_status
交 了,inform_paid
交 齐 全 呢,unknown
交 上 海 社 保,purchase
交 上 海 社 保 可 以 吗,purchase
交 社 保,purchase
交 社 保 可 以 吗,purchase
缴 费 基 数 是 多 少,ask_amt_month_fee_total
缴 费 基 数 填 什 么,complicated
缴 纳 得 公 司 名 称 是 什 么,no_intent
缴 纳 基 数 呢,ask_amt_month_fee_total
缴 纳 可 以 查 看 记 录 吗,query_how_check_shebao_status
缴 纳 吗,unknown
截 止 日 期 是 什 么 时 候,query_pay_deadline
今 天 刚 离 职,complicated
今 天 看 还 是 停 缴,complicated
今 天 我 拍 进 去,chitchat
尽 快 回 复 你,get_back_later
就 贷 款,no_intent
就 交 一 个 月,no_intent
就 去 柜 台 去 啦,complicated
就 是,affirm
就 是 说,unknown
就 这 个,affirm
就 这 样,affirm
居 住 证 代 办 吗,complicated
居 住 证 有 的,affirm
居 住 证 咋 弄,complicated
开 票 也 要 钱,chitchat
看 到 了,affirm
看 到 吗,doublecheck
看 得 到 么,ask_verify
看 下 上 面 的 留 言,chitchat
可 拍 了 吗,request_link
可 以,affirm
可 以 吧,check_is_possible
可 以 办 理 落 户 吗,complicated
可 以 办 留 学 生 落 户 吗,complicated
可 以 补 交 社 保 吗,ask_can_topup
可 以 补 缴 社 保 吗,ask_can_topup
可 以 补 叫 我,unknown
可 以 补 吗,ask_can_topup
可 以 补 么,ask_can_topup
可 以 出 合 同 吗,no_intent
可 以 代 办 吗,complicated
可 以 的,affirm
可 以 电 话 联 系 下 吗,ask_for_phone
可 以 电 话 咨 询 吗,ask_for_phone
可 以 光 交 税 么,complicated
可 以 后 付 吗,ask_can_topup
可 以 加 微 信 吗 ,query_weixin
可 以 交 补 充 公 积 金 吗,no_intent
可 以 交 社 保 不,purchase
可 以 开 发 票 吗,ask_kai_piao
可 以 了,affirm
可 以 两 地 同 时 缴 纳 吗,no_intent
可 以 吗,check_is_possible
可 以 吗,doublecheck
可 以 么,check_is_possible
可 以 么,doublecheck
可 以 苏 州 落 户 吗,purchase
可 以 一 月 一 交 吗,query_payment_schedule
可 以 这 样 补 缴 么,ask_can_topup
可 以 只 交 3 险 吗,query_pay_part_only
可 以 只 交 个 人 部 分 吗,no_intent
可 以 只 交 养 老 吗,query_pay_part_only
可 以 只 交 医 保 吗,query_pay_part_only
可 以 转 吗,complicated
快 点,chitchat
昆 山 的,no_intent
来 吧,chitchat
来 得 及 吧,check_can_pay_current_month
老 板 ， 能 代 缴 湖 南 省 直 社 保 吗,purchase
老 人 也 不 行 是 么,complicated
了 解,affirm
了 解 了,affirm
离 职 日 期,complicated
李 亚 霏,unknown
理 解,affirm
链 接,request_link
两 年 多,chitchat
俩 一 起 多 少,ask_amt_month_fee_total
俩 账 户 都 有,affirm
聊 城 社 保 代 缴 一 年 多 钱,purchase
留 学 生 落 户 怎 么 个 流 程,complicated
流 程,query_pay_process
流 程 是,how_to_pai
流 程 是 什 么,query_pay_process
流 程 再 给 我 下,query_pay_process
六 月 就 停 缴,complicated
六 月 中 旬 才 开 始,complicated
落 户,complicated
落 户 上 海 需 要 什 么 材 料,query_req_resources
麻 烦,chitchat
麻 烦 了,chitchat
麻 烦 了,unknown
麻 烦 您 了,apology
麻 烦 您 了,chitchat
麻 烦 弄 一 下,chitchat
麻 烦 提 供 下,unknown
麻 烦 通 过 下,complicated
麻 烦 问 下 ， 社 保 公 积 金 交 了 没,ask_shebao_status
马 上 就 能 做,chitchat
吗,unknown
买 房 呢,complicated
忙 忘 了,unknown
么 多,unknown
没 交 社 保,no_intent
没 看 到 信 息 啊,complain
没 去 更 新 过,complicated
没 事 吧,doublecheck
没 说 不 可 以 呀,chitchat
没 问 题,affirm
没 有,deny
没 有 交,deny
没 有 劳 动 合 同 吗,complicated
没 有 其 他 办 法 吗,complicated
没 有 人 事,unknown
没 有 社 保 呢,complicated
每 个 都 要 拍 吗,doublecheck
每 个 月 缴 费 多 少,ask_amt_month_fee_total
每 月 什 么 时 间 交,query_pay_deadline
美 女,greet
明 白,affirm
明 白 了,affirm
明 白 了 的,affirm
明 天,unknown
明 天 可 以 吗,complicated
目 前 封 存 不 了,complicated
哪 里 啊,confused
那 残 章 金 呢,query_canzhangjin
那 公 积 金 呢,unknown
那 好,affirm
那 好 久 能 查 到,chitchat
那 加 上 公 积 金 的 话 是 多 少 钱,no_intent
那 就 办 吧,affirm
那 就 单 纯 社 保 吧,purchase
那 就 没 办 法 了 吗,complicated
那 就 是 很 快 了,chitchat
那 就 这 样,affirm
那 没 事,affirm
那 能 有 合 同 吗,complicated
那 你 们 先 退,complicated
那 什 么 办 啊,complicated
那 我 八 月 份 呢,ask_shebao_status
那 我 换 家 吧,complicated
那 我 明 天 操 作 吧,get_back_later
那 我 能 补 缴 吗,ask_can_topup
那 我 拍 了,no_intent
那 我 去 下 单 了,chitchat
那 我 入 职 日 期 填 什 么,no_intent
那 我 先 退 了 吧,ask_for_refund
那 我 需 要 交 社 保,purchase
那 我 应 该 提 供 些 什 么 材 料,query_pay_process
那 我 怎 么 办 理,pay_query
那 我 怎 么 下 单,query_pay_process
那 我 准 备 付 款 了,no_intent
那 现 在 要 填 什 么,complicated
那 要 什 么 交,query_req_resources
那 有 什 么 影 响 吗,complicated
那 这 样,unknown
那 最 多 能 贷 多 少,complicated
能 办 理 积 分 落 户 吗,complicated
能 办 理 社 保 转 移 吗,no_intent
能 帮 忙 介 绍 下 吗,query_product_explain
能 补 交 上 吗,ask_can_topup
能 给 个 链 接 吗,request_link
能 领 多 长 时 间,complicated
能 提 取 公 积 金 吗,no_intent
你 好,greet
你 好   我 在 哪 里 查 询 社 保 金 额 是 否 已 经 到 账 呢,query_how_check_shebao_status
你 好 ， 单 位 有 固 定 电 话 嘛 ,no_intent
你 好 ， 就 是 我 现 在 要 从 上 海 离 职 去 北 京 ， 就 是 你 们 这 边 可 以 帮 忙 续 交 上 海 社 保 是 吧 ,no_intent
你 好 ， 请 问 如 果 选 择 你 们 代 缴 上 海 社 保 ， 你 们 是 以 哪 家 公 司 名 义 缴 纳 ,purchase
你 好 ， 社 保 ， 你 这 能 补 交 吗 ,purchase
你 好 ， 在 吗  想 问 一 下 我 姐 姐 长 沙 的 房 子 赠 送 给 我 ， 但 我 不 是 长 沙 户 口 ， 这 种 可 以 吗 ,no_intent
你 好 亲,greet
你 好 我 想 问 一 下,greet
你 好 我 想 问 一 下,no_intent
你 好 在 吗,greet
你 家 无 锡 有 代 缴 嘛 ,purchase
你 觉 得 有 必 要 吗,complicated
你 看 看,doublecheck
你 了 解 的 有 吗,complain
你 没 说 不 能 调 啊,complicated
你 们 代 缴 社 保 ， 后 期 可 以 领 取 生 育 津 贴 吗,purchase
你 们 公 司 的 名 字 是 什 么,no_intent
你 们 很 不 诚 信,complain
你 们 可 以 看 到 成 功 了 吗 ,ask_shebao_status
你 们 试 一 下 嘛,complicated
你 们 是 正 规 的 吗,no_intent
你 们 属 于 人 力 资 源 公 司 吗,no_intent
你 们 提 供 吗,complicated
你 们 再 确 认 一 下,ask_verify
你 们 自 己 的 公 司,no_intent
你 那 里 能 看 到 吗,ask_verify
你 这 边 看 一 下,ask_verify
你 这 边 有 渠 道 吗,complicated
你 这 可 以 代 缴 杭 州 五 险 一 金 是 吗,purchase
您 好,greet
您 好 ， 我 想 咨 询 一 下 代 缴 五 险 一 金,purchase
您 好 ， 我 想 咨 询 一 下 上 海 代 缴 五 险 一 金,purchase_wxyj
您 好 ， 我 这 边 在 办 离 职 手 续 ，   H R 那 边 需 要 我 填 一 个 公 积 金 的 处 理 方 式 ， 如 果 我 后 续 准 备 在 你 们 这 边 办 理 代 缴 的 话 ， 是 选 封 存 吗 ,purchase
您 好 ， 五 险 一 金 服 务 费 怎 么 收,purchase_wxyj
您 看 下,ask_verify
您 看 一 下,reassure
您 是 说 我 的,clarify
哦,affirm
哦 对,affirm
哦 给 个 链 接,request_link
哦 好 的,affirm
哦 基 本 用 不 上,deny
哦 哦,affirm
哦 哦 好 的,affirm
哦 哦 麻 烦 了,affirm#chitchat
哦 哦 哦,affirm
哦 哦 谢 谢,thankyou
哦 哦 知 道 了,affirm
哦 哦 知 道 了 谢 谢,affirm#thankyou
怕 漏 交,unknown
拍 车 牌,unknown
拍 好 了,inform_paid
拍 了,inform_paid
拍 哪 个 链 接 呢,request_link
拍 下 后,unknown
拍 下 就 可 以 了 么,doublecheck
拍 下 了,inform_paid
企 业 社 保,no_intent
气 死 我 了,chitchat
钱 付 过 了,inform_paid
亲,no_intent
亲 ， 请 问 你 们 之 前 有 帮 回 国 留 学 生 缴 社 保 吗 ,complicated
亲 亲,chitchat
亲 在 吗,greet
请 不 要 停 缴 ， 我 明 天 中 午 去 缴,ask_shebao_status
请 问,no_intent
请 问 代 缴 社 保 的 小 程 序 里 “ 入 职 时 间 ” 怎 么 填 ,purchase
请 问 公 积 金 有 帮 我 转 出 吗,ask_shebao_status
请 问 可 以 补 个 税 吗,no_intent
请 问 可 以 代 缴 上 海 社 保 吗,purchase_wxyj
请 问 可 以 开 吗,purchase
请 问 上 海 社 保 能 补 缴 吗,ask_can_topup
请 问 我 的 缴 公 积 金 基 数 是 多 少 ， 我 忘 记 了,ask_shebao_status
请 问 一 个 月 多 少 钱,purchase_wxyj
请 问 一 下,no_intent
请 问 这 话 啥 意 思,no_intent
去 那 里 交,query_pay_process
全 部 的,no_intent
缺 什 么,query_req_resources
确 定 是 这 个 月 哦,affirm
然 后,unknown
然 后 呢,next_step
然 后 怎 么 弄 呢,complicated
人 嗯,greet
人 嗯,unknown
人 呢,greet
如 果 还 是 不 行,complicated
如 果 可 以,check_is_possible
如 果 有 问 题 及 时 联 系 我,no_intent
如 果 在 你 这 缴,chitchat
如 何 查 询 ,query_how_check_shebao_status
如 何 付 费 ,query_pay_process
入 职,unknown
入 职 日 期 填 什 么,complicated
三 个 月,unknown
三 月 没 交,complicated
啥 意 思,confused
山 海,no_intent
上 班 呢,complicated
上 个 月 还 是 两 个,clarify
上 海,no_intent
上 海,purchase_wxyj
上 海 本 地 户 籍,unknown
上 海 的,no_intent
上 海 的 呢,purchase
上 海 的 社 保 可 以 补 交 吗,ask_can_topup
上 海 多 少,purchase
上 海 户 籍,no_intent
上 海 社 保,purchase
上 海 社 保 公 积 金 代 缴 怎 么 办 理 收 费,purchase
上 海 社 保 可 以 补 缴 吗,ask_can_topup
上 海 社 保 可 以 交 吗,purchase
上 海 社 保 能 补 缴 吗,ask_can_topup
上 海 生 育 保 险   要 缴 纳 多 久,no_intent
上 家 单 位 说 退 了,unknown
上 家 刚 转 出 来,complicated
社 保,purchase
社 保   + 公 积 金,purchase_wxyj
社 保 编 号,no_intent
社 保 补 缴,ask_can_topup
社 保 补 缴 啥 意 思 ,no_intent
社 保 不 交,no_intent
社 保 不 想 断     可 以 在 你 这 里 交 吗,purchase
社 保 代 缴 吗,purchase
社 保 单 位 有 交,purchase
社 保 断 缴 有 什 么 影 响 吗,no_intent
社 保 多 少 一 个 月,ask_amt_month_fee_total
社 保 公 积 金,purchase_wxyj
社 保 公 积 金 呢,purchase_wxyj
社 保 公 积 金 一 起 做 收 多 少 服 务 费 啊,purchase_wxyj
社 保 还 可 以 交 吗 ,purchase
社 保 还 是 按 上 月 一 样 拍 就 可 以 吧,no_intent
社 保 加 公 积 金 上 海 的 一 个 月 差 不 多 要 多 少,purchase_wxyj
社 保 交 了,purchase
社 保 缴 纳,purchase
社 保 就 行,purchase
社 保 可 以 补 交 吗,ask_can_topup
社 保 可 以 交 吗,purchase
社 保 哪 几 种,query_product_explain
社 保 呢,no_intent
社 保 是 变 高 了 吗,complicated
社 保 影 响 吗,complicated
社 保 有 医 保 卡,complicated
社 保 怎 么 缴 纳,purchase
社 保 涨 了 是 吗,complicated
社 保 这 块 什 么 费 用 ， 怀 孕 了 没 社 保,no_intent
社 保 最 低 档 多 少 钱,purchase
什 么 时 候 可 以 搞,ask_turnaround_time
什 么 时 候 能 查 到 ,query_when_check_shebao_status
什 么 是 个 税 记 录,unknown
什 么 微 信 小 程 序,no_intent
什 么 意 思,confused
生 育 金 还 没 发,complicated
时 间 呢,query_pay_deadline
市 区 交 了 几 个 月,inform_payment_history
市 区 也 行,complicated
是,affirm
是 吧,affirm
是 吧,doublecheck
是 不 是 不 行 啊,check_is_possible
是 不 是 就 可 以 了,check_is_possible
是 不 是 需 要 代 缴,purchase
是 的,affirm
是 的 好 郁 闷,chitchat
是 否 可 以 转 社 保,complicated
是 什 么 意 思 呢,confused
是 选 择 的,unknown
是 要 什 么 么,query_req_resources
是 因 为 稽 查 严 了,complicated
是 在 淘 宝 在 拍 吗,how_to_pai
是 这 样 的,affirm
收 费 可 以,affirm
手 机 号 码,no_intent
手 续 费 多 少,ask_amt_service_fee
四 十 我 拍 了,inform_paid
四 月,no_intent
四 月 的,no_intent
搜 好 了,affirm
苏 州,no_intent
苏 州 联 系 地 址,no_intent
算 这 个 月 交 的 吗,no_intent
所 以 才 考 虑 苏 州,complicated
所 以 打 扰 了,apology
所 以 我 先 拍 吗,no_intent
所 以 想 先 补 缴,ask_can_topup
所 以 需 要 转 移,complicated
她 补 三 四,complicated
太 仓 落 户,no_intent
提 交 成 功,inform_paid
提 交 成 功 了,inform_paid
提 交 好 了,inform_paid
提 交 了,inform_info_filled
提 交 了,inform_paid
填 好 了 谢 谢 你,thankyou
填 完 小 程 序 就 显 示 了 “ 服 务 要 求 成 功 ” 几 个 字 ， 这 就 可 以 啦 ,no_intent
调 整 到 多 少 了,complicated
挺 快,chitchat
同 事 补 三 四,complicated
同 事 也 需 要,complicated
退 来 退 去 麻 烦,chitchat
退 完 我 再 拍,complicated
外 地,complicated
外 地 不 让 补 了,complicated
外 地 的 能 交 吧,complicated
外 地 没 有 工 作,complicated
外 地 人,complicated
王 成 银,no_intent
王 贞,unknown
网 上 可 以 查 询 吗,query_how_check_shebao_status
往 前,unknown
忘 了,unknown
微 信 里 填 写 的,unknown
为 了 落 户 苏 州,complicated
为 啥,question_why
为 啥 是 今 天,question_why
为 什 么,question_why
为 什 么 涨 价 了,complicated
维 护 了,unknown
维 洛 代 缴 的,purchase
我,no_intent
我 把 钱 付 了,inform_paid
我 帮 她 推 荐,chitchat
我 补,unknown
我 补 三,unknown
我 补 三 月,ask_can_topup
我 不 能 断 交,complicated
我 不 需 要 公 积 金,no_intent
我 才 三 年,complicated
我 的 服 务 费 到 期 了 ,no_intent
我 的 公 积 金 封 存 了 吗,ask_shebao_status
我 的 公 积 金 交 好 了 吗,ask_shebao_status
我 的 公 积 金 转 出 了 吗,ask_shebao_status
我 的 社 保 交 了 吗,ask_shebao_status
我 的 社 保 之 前 一 直 在 你 们 这 里 交 的   我 想 换 个 旺 旺 I D 缴 纳   行 不 行 啊,purchase
我 的 社 保 转 出 了 吗,ask_shebao_status
我 的 意 思 是,unknown
我 订 单 进 度 是 这 样 的   应 该 没 有 什 么 问 题 吧,ask_shebao_status
我 付 款 了,inform_paid
我 付 完 款 了,inform_paid
我 给 他 钱,unknown
我 还 能 续 上 吗,complicated
我 和 他 们 说 一 下,unknown
我 很 快,chitchat
我 交 五 险 一 金,inform_paid
我 就 只 能 算 了,complicated
我 看 到 你 们 会 提 供 截 图 的 ， 什 么 时 候 会 有 呢 ,no_intent
我 考 虑 一 下,get_back_later
我 可 以 补 缴 社 保 吗,ask_can_topup
我 来 拍,no_intent
我 买 了 服 务,unknown
我 没 工 行 银 行 卡,missing_info
我 没 交 金,no_intent
我 没 有 开 过 户 的,no_intent
我 没 有 验 证 码,missing_info
我 明 天 上 午 办 理,complicated
我 目 的 是 为 了 买 苏 州 全 区 的 房 子,no_intent
